,name,number,birth,death,lengths,sentence_num,full_poem
10,Emily Dickinson,1779,1830,1886,159,0,Of the Heart that goes in and closes the Door Shall the Playfellow Heart complain Though the Ring is unwhole and the Company broke Can never be fitted again
11,Emily Dickinson,1779,1830,1886,248,0,She dwelleth in the Ground  Where Daffodils  abide  Her Maker  Her Metropolis  The Universe  Her Maid   To fetch Her Grace  and Hue  And Fairness  and Renown  The Firmaments  To Pluck Her  And fetch Her Thee  be mine 
12,Emily Dickinson,1779,1830,1886,498,0,One Life of so much Consequence Yet I  for it  would pay  My Souls entire income  In ceaseless  salary   One Pearl  to me  so signal  That I would instant dive  Although  I knew  to take it  Would cost me  just a life  The Sea is full  I know it That  does not blur my Gem It burns  distinct from all the row  Intact  in Diadem  The life is thick  I know it Yet  not so dense a crowd  But Monarchs  are perceptible  Far down the dustiest Road
13,Emily Dickinson,1779,1830,1886,185,0,A little Madness in the Spring Is wholesome even for the King But God be with the Clown  Who ponders this tremendous scene  This whole Experiment of Green  As if it were his own
14,Emily Dickinson,1779,1830,1886,171,0,Mute thy Coronation  Meek my Vive le roi Fold a tiny courtier In thine Ermine Sir There to rest revering Till the pageant by I can murmur broken Master It was I 
15,Emily Dickinson,1779,1830,1886,236,0,To lose thee  sweeter than to gain All other hearts I knew Tis true the drought is destitute But then I had the dew  The Caspian has its realms of sand Its other realm of sea Without the sterile perquisite No Caspian could be
16,Emily Dickinson,1779,1830,1886,303,0,Exhilaration  is within  There can no Outer Wine So royally intoxicate As that diviner Brand  The Soul achieves  Herself  To drink  or set away For Visitor  Or Sacrament  Tis not of Holiday  To stimulate a Man Who hath the Ample Rhine Within his Closet  Best you can Exhale in offering
17,Emily Dickinson,1779,1830,1886,452,0,The Day that I was crowned Was like the other Days  Until the Coronation came  And then  twas Otherwise   As Carbon in the Coal And Carbon in the Gem Are One  and yet the former Were dull for Diadem   I rose and all was plain  But when the Day declined Myself and It in Majesty Were equally  adorned   The Grace that I  was chose  To Me  surpassed the Crown That was the Witness for the Grace  Twas even that twas Mine 
18,Emily Dickinson,1779,1830,1886,255,0,This heart that broke so long  These feet that never flagged  This faith that watched for star in vain Give gently to the dead   Hound cannot overtake the Hare That fluttered panting here  Nor any schoolboy rob the nest Tenderness builded there
19,Emily Dickinson,1779,1830,1886,602,0,A single Screw of Flesh Is all that pins the Soul That stands for Deity to Mine Upon my side the Veil   Once witnessed of the Gauze  Its name is put away As far from mine as if no plight Had printed yesterday  In tender  solemn Alphabet My eyes just turned to see When it was smuggled by my sight Into Eternity   More Hands  to hold  These are but Two  One more newmailed Nerve Just granted for the Perils sake  Some striding  Giant  Love   So greater than the Gods can show They slink before the Clay That not for all their Heaven can boast Will let its Keepsake  go
20,Emily Dickinson,1779,1830,1886,253,0,I felt a Cleaving in my Mind  As if my Brain had split  I tried to match it  Seam by Seam  But could not make it fit  The thought behind I strove to join Unto the thought before  But Sequence ravelled out of Sound Like Balls  upon a Floor
21,Emily Dickinson,1779,1830,1886,88,0,To their apartment deep No ribaldry may creep Untumbled this abode By any man but God 
22,Emily Dickinson,1779,1830,1886,71,0,Soul take thy risk With Death to be Were better than be not With thee
23,Emily Dickinson,1779,1830,1886,255,0,Me from Myself  to banish  Had I Art  Impregnable my Fortress Unto All Heart   But since Myself  assault Me  How have I peace Except by subjugating Consciousness  And since Were mutual Monarch How this be Except by Abdication  Me  of Me
24,Emily Dickinson,1779,1830,1886,439,0,Her final Summer was it  And yet We guessed it not  If tenderer industriousness Pervaded Her We thought  A further force of life Developed from within  When Death lit all the shortness up It made the hurry plain   We wondered at our blindness When nothing was to see But Her Carrara Guide post  At Our Stupidity   When duller than our dullness The Busy Darling lay  So busy was she  finishing  So leisurely  were We 
25,Emily Dickinson,1779,1830,1886,139,0,To fill a Gap Insert the Thing that caused it  Block it up With Other  and twill yawn the more  You cannot solder an Abyss With Air
26,Emily Dickinson,1779,1830,1886,358,0,The Spider holds a Silver Ball In unperceived Hands  And dancing softly to Himself His Yarn of Pearl  unwinds   He plies from Nought to Nought  In unsubstantial Trade  Supplants our Tapestries with His  In half the period   An Hour to rear supreme His Continents of Light  Then dangle from the Housewifes Broom  His Boundaries  forgot 
27,Emily Dickinson,1779,1830,1886,221,0,The Auctioneer of Parting His Going going gone Shouts even from the Crucifix And brings his Hammer down  He only sells the Wilderness The prices of Despair Range from a single human Heart To Two  not any more 
28,Emily Dickinson,1779,1830,1886,117,0,The longest day that God appoints Will finish with the sun Anguish can travel to its stake And then it must return
29,Emily Dickinson,1779,1830,1886,487,0,He gave away his Life  To Us  Gigantic Sum  A trifle  in his own esteem  But magnified  by Fame   Until it burst the Hearts That fancied they could hold  When swift it slipped its limit  And on the Heavens  unrolled   Tis Ours  to wince  and weep  And wonder  and decay By Blossoms gradual process  He chose  Maturity   And quickening  as we sowed  Just obviated Bud  And when We turned to note the Growth  Broke  perfect  from the Pod 
30,Emily Dickinson,1779,1830,1886,514,0,The Childs faith is new  Whole  like His Principle  Wide  like the Sunrise On fresh Eyes  Never had a Doubt  Laughs  at a Scruple  Believes all sham But Paradise   Credits the World  Deems His Dominion Broadest of Sovereignties  And Caesar  mean  In the Comparison  Baseless Emperor  Ruler of Nought  Yet swaying all   Grown bye and bye To hold mistaken His pretty estimates Of Prickly Things He gains the skill Sorrowful  as certain  Men  to anticipate Instead of Kings 
31,Emily Dickinson,1779,1830,1886,184,0,No Other can reduce Our mortal Consequence Like the remembering it be nought A Period from hence But Contemplation for Contemporaneous Nought Our Single Competition Jehovahs Estimate
32,Emily Dickinson,1779,1830,1886,339,0,My Heart ran so to thee It would not wait for me And I affronted grew And drew away  For whatsoeer my pace He first achieve they Face How general a Grace Allotted two   Not in malignity Mentioned I this to thee  Had he obliquity Soonest to share But for the Greed of him  Boasting my Premium  Basking in Bethleem Ere I be there 
33,Emily Dickinson,1779,1830,1886,226,0,That this should feel the need of Death The same as those that lived Is such a Feat of Irony As never was  achieved   Not satisfied to ape the Great In his simplicity The small must die as well as He  Oh the Audacity 
34,Emily Dickinson,1779,1830,1886,707,0,Tell as a Marksman  were forgotten Tell  this Day endures Ruddy as that coeval Apple The Tradition bears   Fresh as Mankind that humble story Though a statelier Tale Grown in the Repetition hoary Scarcely would prevail   Tell had a son  The ones that knew it Need not linger here  Those who did not to Human Nature Will subscribe a Tear   Tell would not bare his Head In Presence Of the Ducal Hat  Threatened for that with Death  by Gessler  Tyranny bethought  Make of his only Boy a Target That surpasses Death  Stolid to Loves supreme entreaty Not forsook of Faith   Mercy of the Almighty begging  Tell his Arrow sent  God it is said replies in Person When the cry is meant 
35,Emily Dickinson,1779,1830,1886,113,0,Few yet enough Enough is One  To that ethereal throng Have not each one of us the right To stealthily belong
36,Robert Frost,180,1874,1963,552,0,Tree at my window window tree My sash is lowered when night comes on But let there never be curtain drawn Between you and me Vague dreamhead lifted out of the ground And thing next most diffuse to cloud Not all your light tongues talking aloud Could be profound But tree I have seen you taken and tossed And if you have seen me when I slept You have seen me when I was taken and swept And all but lost That day she put our heads together Fate had her imagination about her Your head so much concerned with outer Mine with inner weather
37,Robert Frost,180,1874,1963,649,0,Theres a place called Faraway Meadow We never shall mow in again Or such is the talk at the farmhouse The meadow is finished with men Then now is the chance for the flowers That cant stand mowers and plowers It must be now through in season Before the not mowing brings trees on Before trees seeing the opening March into a shadowy claim The trees are all Im afraid of That flowers cant bloom in the shade of Its no more men Im afraid of The meadow is done with the tame The place for the moment is ours For you oh tumultuous flowers To go to waste and go wild in All shapes and colors of flowers I neednt call you by name
38,Robert Frost,180,1874,1963,590,0,I have been one acquainted with the night I have walked out in rain and back in rain I have outwalked the furthest city light  I have looked down the saddest city lane I have passed by the watchman on his beat And dropped my eyes unwilling to explain  I have stood still and stopped the sound of feet When far away an interrupted cry Came over houses from another street  But not to call me back or say goodbye And further still at an unearthly height One luminary clock against the sky  Proclaimed the time was neither wrong nor right I have been one acquainted with the night
39,Robert Frost,180,1874,1963,17411,0,I met a lady from the South who said You wont believe she said it but she said it None of my family ever worked or had A thing to sell I dont suppose the work Much matters You may work for all of me Ive seen the time Ive had to work myself The having anything to sell is what Is the disgrace in man or state or nation  I met a traveler from Arkansas Who boasted of his state as beautiful For diamonds and apples Diamonds And apples in commercial quantities I asked him on my guard Oh yes he answered Off his The time was evening in the Pullman I see the porters made your bed I told him  I met a Californian who would Talk Californiaâ€”a state so blessed He said in climate none bad ever died there A natural death and Vigilance Committees Had had to organize to stock the graveyards And vindicate the states humanity Just the way Stefansson runs on I murmured About the British Arctic Thats what comes Of being in the market with a climate  I met a poet from another state A zealot full of fluid inspiration Who in the name of fluid inspiration But in the best style of bad salesmanship Angrily tried to male me write a protest In verse I think against the Volstead Act He didnt even offer me a drink Until I asked for one to steady him This is called having an idea to sell  It never could have happened in New Hampshire  The only person really soiled with trade I ever stumbled on in old New Hampshire Was someone who had just come back ashamed From selling things in California Hed built a noble mansard roof with balls On turrets like Constantinople deep In woods some ten miles from a railroad station As if to put forever out of mind The hope of being as we say received I found him standing at the close of day Inside the threshold of his open barn Like a lone actor on a gloomy stageâ€” And recognized him through the iron gray In which his face was muffled to the eyes As an old boyhood friend and once indeed A drover with me on the road to Brighton His farm was grounds and not a farm at all His house among the local sheds and shanties Rose like a factors at a trading station And be was rich and I was still a rascal I couldnt keep from asking impolitely Where bad he been and what had he been doing How did he get so Rich was understood In dealing in old rags in San Francisco Ob it was terrible as well could be We both of us turned over in our graves  Just specimens is all New Hampshire has One each of everything as in a showcase Which naturally she doesnt care to sell  She had one President Pronounce him Purse And make the most of it for better or worse Hes your one chance to score against the state She had one Daniel Webster He was all The Daniel Webster ever was or shall be She had the Dartmouth needed to produce him  I call her old She has one family Whose claim is good to being settled here Before the era of colonization And before that of exploration even John Smith remarked them as be coasted by Dangling their legs and fishing off a wharf At the Isles of Shoals and satisfied himself They werent Red Indians but veritable Preprimitives of the white race dawn people Like those who furnished Adams sons with wives However uninnocent they may have been In being there so early in our history Theyd been there then a hundred years or more Pity he didnt ask what they were up to At that date with a wharf already built And take their name Theyve since told me their nameâ€” Today an honored one in Nottingham As for what they were up to more than fishingâ€” Suppose they werent behaving Puritanly The hour bad not yet struck for being good Mankind had not yet gone on the Sabbatical It became an explorer of the deep Not to explore too deep in others business  Did you but know of him New Hampshire has One real reformer who would change the world So it would be accepted by two classes Artists the minute they set up as artists Before that is they are themselves accepted And boys the minute they get out of college I cant help thinking those are tests to go by  And she has one I dont know what to call him Who comes from Philadelphia every year With a great flock of chickens of rare breeds He wants to give the educational Advantages of growing almost wild Under the watchful eye of hawk and eagle         Dorkings because theyre spoken of by Chaucer Sussex because theyre spoken of by Herrick  She has a touch of gold New Hampshire goldâ€” You may have heard of it I had a farm Offered me not long since up Berlin way With a mine on it that was worked for gold But not gold in commercial quantities Just enough gold to make the engagement rings And marriage rings of those who owned the farm What gold more innocent could one have asked for One of my children ranging after rocks Lately brought home from Andover or Canaan A specimen of beryl with a trace Of radium I know with radium The trace would have to be the merest trace      To be below the threshold of commercial But trust New Hampshire not to have enough Of radium or anything to sell  A specimen of everything I said She has one witchâ€”old style She lives in Colebrook The only other witch I ever met Was lately at a cutglass dinner in Boston There were four candles and four people present The witch was young and beautiful new style And openminded She was free to question Her gift for reading letters locked in boxes Why was it so much greater when the boxes Were metal than it was when they were wooden It made the world seem so mysterious The Sciety for Psychical Research Was cognizant Her husband was worth millions I think he owned some shares in Harvard College  New Hampshire used to have at Salem A company we called the White Corpuscles Whose duty was at any hour of night To rush in sheets and fools caps where they smelled A thing the least bit doubtfully perscented And give someone the Skipper Iresons Ride  One each of everything as in a showcase  More than enough land for a specimen Youll say she has but there there enters in Something else to protect her from herself There quality makes up for quantity Not even New Hampshire farms are much for sale The farm I made my home on in the mountains    had to take by force rather than buy  I caught the owner outdoors by himself Rakingup after winter and I said â€œIâ€™m going to put you off this farm I want it â€œWhere are you going to put me In the roadâ€ â€œIâ€™m going to put you on the farm next to itâ€ â€œWhy wont the farm next to it do for you I like this better It was really better  Apples New Hampshire has them but unsprayed With no suspicion in stern end or blossom end   Of vitriol or arsenate of lead And so not good for anything but cider Her unpruned grapes are flung like lariats Far up the birches out of reach of man  A state producing precious metals stones Andâ€”writing none of these except perhaps The precious literature in quantity Or quality to worry the producer About disposing of it Do you know Considering the market there are more Poems produced than any other thing No wonder poets sometimes have to seem So much more businesslike than businessmen Their wares are so much harder to get rid of  Shes one of the two best states in the Union Vermonts the other And the two have been Yokefellows in the sap yoke from of old In many Marches And they lie like wedges Thick end to thin end and thin end to thick end And are a figure of the way the strong Of mind and strong of arm should fit together One thick where one is thin and vice versa     New Hampshire raises the Connecticut 	   In a trout hatchery near Canada But soon divides the river with Vermont Both are delightful states for their absurdly Small townsâ€”Lost Nation Bungey Muddy Boo Poplin Still Corners so called not because The place is silent all day long nor yet Because it boasts a whisky stillâ€”because It set out once to be a city and still Is only corners crossroads in a wood And I remember one whose name appeared Between the pictures on a movie screen Election night once in Franconia When everything had gone Republican And Democrats were sore in need of comfort Easton goes Democratic Wilson  Hughes  And everybody to the saddest Laughed the loud laugh the big laugh at the little New York five million laughs at Manchester Manchester sixty or seventy thousand laughs At Littleton four thousand Littleton Laughs at Franconia seven hundred and Franconia laughs I fearâ€”did laugh that nightÂ­ At Easton What has Easton left to laugh at And like the actress exclaim Oh my God at Theres Bungey and for Bungey there are towns Whole townships named but without population  Anything I can say about New Hampshire Will serve almost as well about Vermont Excepting that they differ in their mountains The Vermont mountains stretch extended straight New Hampshire mountains Curl up in a coil  I had been coming to New Hampshire mountains And here I am and what am I to say Here first my theme becomes embarrassing Emerson said The God who made New Hampshire Taunted the lofty land with little men Anotner Massachusetts poet said         I go no more to summer in New Hampshire Ive given up my summer place in Dublin But when I asked to know what ailed New Hampshire She said she couldnt stand the people in it The little men its Massachusetts speaking      And when I asked to know what ailed the people She said Go read your own books and find out I may as well confess myself the author Of several books against the world in general To take them as against a special state   Or even nations to restrict my meaning Im what is called a sensibilitist Or otherwise an environmentalist I refuse to adapt myself a mite To any change from hot to cold from wet         To dry from poor to rich or back again I make a virtue of my suffering From nearly everything that goes on round me In other words I know wherever I am Being the creature of literature I am       sball not lack for pain to keep me awake Kit Marlowe taught me how to say my prayers Why this is Hell nor am I out of it Samoa Russia Ireland I complain of No less than England France and Italy            Because I wrote my novels in New Hampshire Is no proof that I aimed them at New Hampshire When I left Massachusetts years ago Between two days the reason why I sought New Hampshire not Connecticut Rhode Island New York or Vermont was this Where I was living then New Hampshire offered The nearest boundary to escape across I hadnt an illusion in my handbag About the people being better there Than those I left behind I thought they werent  I thought they couldnt be And yet they were Id sure had no such friends in Massachusetts As Hall of Windham Gay of Atkinson Bartlett of Raymond now of Colorado Harris of Derry and Lynch of Bethlehem  The glorious bards of Massachusetts seem To want to make New Hampshire people over They taunt the lofty land with little men I dont know what to say about the people For arts sake one could almost wish them worse Rather than better How are we to write The Russian novel in America As long as life goes so unterribly There is the pinch from which our only outcry    In literature to date is heard to come We get what little misery we can Out of not having cause for misery It makes the guild of novel writers sick To be expected to be Dostoievskis On nothing worse than too much luck and comfort This is not sorrow though its just the vapors And recognized as such in Russia itself Under the new regime and so forbidden  If well it is with Russia then feel free      To say so or be stood against the wall And shot Its Pollyanna now or death This then is the new freedom we hear tell of And very sensible No state can build A literature that shall at once be sound And sad on a foundation of wellbeing   To show the level of intelligence Among us it was just a Warren farmer Whose horse had pulled him short up in the road By me a stranger This is what he said From nothing but embarrassment and want Of anything more sociable to say You hear those bound dogs sing on Moosilauke Well they remind me of the hue and cry Weve heard against the Mid  Victorians            And never rightly understood till Bryan Retired from politics and joined the chorus The matter with the MidVictorians Seems to have been a man named Joh n L Darwin Go long I said to him he to his horse   I knew a man who failing as a farmer Burned down his farmhouse for the fire insurance And spent the proceeds on a telescope To satisfy a lifelong curiosity About our place among the infinities And how was that for otherworldliness  If I must choose which I would elevate â€” The people or the already lofty mountains Id elevate the already lofty mountains The only fault I find with old New Hampshire    Is that her mountains arent quite high enough I was not always so Ive come to be so How to my sorrow how have I attained A height from which to look down critical On mountains What has given me assurance  To say what height becomes New Hampshire mountains Or any mountains Can it be some strength I feel as of an earthquake in my back To heave them higher to the morning star Can it be foreign travel in the Alps Or having seen and credited a moment The solid molding of vast peaks of cloud Behind the pitiful reality Of Lincoln Lafayette and Liberty Or some such sense as says bow high shall jet The fountain in proportion to the basin No none of these has raised me to my throne Of intellectual dissatisfaction But the sad accident of having seen Our actual mountains given in a map Of early times as twice the height they areâ€” Ten thousand feet instead of only fiveâ€” Which shows how sad an accident may be Five thousand is no longer high enough Whereas I never had a good idea About improving people in the world Here I am overfertile in suggestion And cannot rest from planning day or night How high Id thrust the peaks in summer snow To tap the upper sky and draw a flow Of frosty night air on the vale below Down from the stars to freeze the dew as starry  The more the sensibilitist I am The more I seem to want my mountains wild The way the wiry gangboss liked the logjam    After hed picked the lock and got it started He dodged a log that lifted like an arm Against the sky to break his back for him Then came in dancing skipping with his life Across the roar and chaos and the words         We saw him say along the zigzag journey Were doubtless as the words we heard him say On coming nearer Wasnt she an ideal Sonofabitch You bet she was an ideal  For all her mountains fall a little short Her people not quite short enough for Art Shes still New Hampshire a most restful state  Lately in converse with a New York alec About the new school of the pseudophallic I found myself in a close corner where I bad to make an almost funny choice Choose you which you will beâ€”a prude or puke Mewling and puking in the public arms Me for the hills where I donâ€™t have to chooseâ€ But if you bad to choose which would you be            wouldnt be a prude afraid of nature I know a man who took a double ax And went alone against a grove of trees But his heart failing him he dropped the ax And ran for shelter quoting Matthew Arnold Nature is cruel man is sick of blood There s been enough shed without shedding mine Remember Birnam Wood The woods in flux  He had a special terror of the flux That showed itself in dendrophobia The only decent tree had been to mill And educated into boards be said He knew too well for any earthly use The line where man leaves off and nature starts And never overstepped it save in dreams He stood on the safe side of the line talkingâ€” Which is sheer Matthew Arnoldism The cult of one who owned himself a foiled Circuitous wanderer and took dejectedly His seat upon the intellectual throneâ€” Agreed in frowning on these improvised Altars the woods are full of nowadays Again as in the days when Ahaz sinned By worship under green trees in the open Scarcely a mile but that I come on one A blackchecked stone and stick of rainwashed charcoal Even to say the groves were Gods first temples Comes too near to Ahaz sin for safety Nothing not built with hands of course is sacred But here is not a question of whats sacred Rather of what to face or run away from Id hate to be a runaway from nature And neither would I choose to be a puke Who cares not what be does in company And when he cant do anything falls back On words and tries his worst to make words speak Louder than actions and sometimes achieves it It seems a narrow choice the age insists on ow about being a good Greek for instance That course they tell me isnt offered this year Come but this isnt choosingâ€”puke or prude  Well if I have to choose one or the other I choose to be a plain New Hampshire farmer With an income in cash of say a thousand From say a publisher in New York City       Its restful to arrive at a decision And restful just to think about New Hampshire At present I am living in Vermont
40,Robert Frost,180,1874,1963,600,0,A dented spider like a snow drop white On a white Healall holding up a moth Like a white piece of lifeless satin cloth  Saw ever curious eye so strange a sight  Portent in little assorted death and blight Like the ingredients of a witches broth  The beady spider the flower like a froth And the moth carried like a paper kite  What had that flower to do with being white The blue prunella every childs delight What brought the kindred spider to that height Make we no thesis of the millers plight What but design of darkness and of night Design design Do I use the word aright
41,Robert Frost,180,1874,1963,5224,0,He saw her from the bottom of the stairs Before she saw him She was starting down Looking back over her shoulder at some fear She took a doubtful step and then undid it To raise herself and look again He spoke Advancing toward her What is it you see From up there always  for I want to know She turned and sank upon her skirts at that And her face changed from terrified to dull He said to gain time What is it you see Mounting until she cowered under him I will find out now  you must tell me dear She in her place refused him any help With the least stiffening of her neck and silence She let him look sure that he wouldnt see Blind creature and a while he didnt see But at last he murmured Oh and again Oh What is it  what she said Just that I see You dont she challenged Tell me what it is The wonder is I didnt see at once I never noticed it from here before I must be wonted to it  thats the reason The little graveyard where my people are So small the window frames the whole of it Not so much larger than a bedroom is it There are three stones of slate and one of marble Broadshouldered little slabs there in the sunlight On the sidehill We havent to mind those But I understand it is not the stones But the childs mound  Dont dont dont dont she cried She withdrew shrinking from beneath his arm That rested on the banister and slid downstairs And turned on him with such a daunting look He said twice over before he knew himself Cant a man speak of his own child hes lost Not you Oh wheres my hat Oh I dont need it I must get out of here I must get air I dont know rightly whether any man can Amy Dont go to someone else this time Listen to me I wont come down the stairs He sat and fixed his chin between his fists Theres something I should like to ask you dear You dont know how to ask it Help me then Her fingers moved the latch for all reply My words are nearly always an offence I dont know how to speak of anything So as to please you But I might be taught I should suppose I cant say I see how A man must partly give up being a man With womenfolk We could have some arrangement By which Id bind myself to keep hands off Anything special youre amind to name Though I dont like such things twixt those that love Two that dont love cant live together without them But two that do cant live together with them She moved the latch a little Dont  dont go Dont carry it to someone else this time Tell me about it if its something human Let me into your grief Im not so much Unlike other folks as your standing there Apart would make me out Give me my chance I do think though you overdo it a little What was it brought you up to think it the thing To take your motherloss of a first child So inconsolably in the face of love Youd think his memory might be satisfied  There you go sneering now Im not Im not You make me angry Ill come down to you God what a woman And its come to this A man cant speak of his own child thats dead You cant because you dont know how If you had any feelings you that dug With your own handhow could youhis little grave I saw you from that very window there Making the gravel leap and leap in air Leap up like that like that and land so lightly And roll back down the mound beside the hole I thought Who is that man I didnt know you And I crept down the stairs and up the stairs To look again and still your spade kept lifting Then you came in I heard your rumbling voice Out in the kitchen and I dont know why But I went near to see with my own eyes You could sit there with the stains on your shoes Of the fresh earth from your own babys grave And talk about your everyday concerns You had stood the spade up against the wall Outside there in the entry for I saw it I shall laugh the worst laugh I ever laughed Im cursed God if I dont believe Im cursed I can repeat the very words you were saying  Three foggy mornings and one rainy day Will rot the best birch fence a man can build Think of it talk like that at such a time What had how long it takes a birch to rot To do with what was in the darkened parlour You couldnt care The nearest friends can go With anyone to death comes so far short They might as well not try to go at all No from the time when one is sick to death One is alone and he dies more alone Friends make pretence of following to the grave But before one is in it their minds are turned And making the best of their way back to life And living people and things they understand But the worlds evil I wont have grief so If I can change it Oh I wont I wont There you have said it all and you feel better You wont go now Youre crying Close the door The hearts gone out of it why keep it up Amyl Theres someone coming down the road You oh you think the talk is all I must go Somewhere out of this house How can I make you  Ifyou  do She was opening the door wider Where do you mean to go First tell me that Ill follow and bring you back by force I will 
42,Robert Frost,180,1874,1963,232,0,Theres a patch of old snow in a corner That I should have guessed Was a blowaway paper the rain Had brought to rest  It is speckled with grime as if Small print overspread it The news of a day Ive forgotten If I ever read it
43,Robert Frost,180,1874,1963,978,0,I WALKED down alone Sunday after church   To the place where John has been cutting trees To see for myself about the birch   He said I could have to bush my peas  The sun in the newcut narrow gap   Was hot enough for the first of May And stifling hot with the odor of sap   From stumps still bleeding their life away  The frogs that were peeping a thousand shrill   Wherever the ground was low and wet The minute they heard my step went still   To watch me and see what I came to get  Birch boughs enough piled everywhereâ€”   All fresh and sound from the recent axe Time someone came with cart and pair   And got them off the wild flowerâ€™s backs  They might be good for garden things   To curl a little finger round The same as you seize catâ€™scradle strings   And lift themselves up off the ground  Small good to anything growing wild   They were crooking many a trillium That had budded before the boughs were piled   And since it was coming up had to come 
